Orbital_Period_days,Orbital_Period_days_weight,Transit_Epoch_BKJD,Transit_Epoch_BKJD_weight,Transit_Epoch_BJD,Transit_Epoch_BJD_weight,Impact_Parameter,Impact_Parameter_weight,Transit_Duration_hrs,Transit_Duration_hrs_weight,Transit_Depth_ppm,Transit_Depth_ppm_weight,Planet-Star_Radius_Ratio,Planet-Star_Radius_Ratio_weight,Fitted_Stellar_Density_g/cm**3,Fitted_Stellar_Density_g/cm**3_weight,Planetary_Radius_Earth_radii,Planetary_Radius_Earth_radii_weight,Orbit_Semi-Major_Axis_au,Inclination_deg,Equilibrium_Temperature_K,Insolation_Flux_Earth_flux,Insolation_Flux_Earth_flux_weight,Planet-Star_Distance_over_Star_Radius,Planet-Star_Distance_over_Star_Radius_weight,Stellar_Effective_Temperature_K,Stellar_Surface_Gravity_log10(cm/s**2),Stellar_Metallicity_dex,Stellar_Radius_Solar_radii,Stellar_Mass_Solar_mass,Comment_Encoded,Planetary_Fit_Type_Encoded,Parameters_Provenance_Encoded,TCE_Delivery_Encoded,Quarters_Encoded,Stellar_Parameter_Provenance_Encoded,Exoplanet_Archive_Disposition_Encoded,Log_Orbital_Period,Log_Transit_Depth
32.62876672,219502.44338022824,194.1019,65705.89218140853,2455027.102,998877.0386182951,0.021,0.04964775167221647,4.7971,41.352608856540535,1804.8,35.526296912190894,0.03852,28.832252509581647,2.79093,3.3222490123825894,3.36,3.082560222563825,0.1889,89.98,506.0,15.55,1.0585421742456183,53.95,17.983010272192608,5586.0,4.56,-0.3,0.798,0.844,756,1,2,2,203,1,1,3.515381853060713,7.498758985873379
91.7732862,57524.64826653142,193.8378,14849.104451500913,2455026.838,994789.064149142,0.606,0.8244904766774783,6.473,15.864946828880667,652.0,9.005443776942657,0.02432,2.941929170114994,1.60558,0.5716208522498488,2.12,3.0724557773777974,0.3764,89.61,359.0,3.92,1.059458607276,89.4,1.1825382973687175,5586.0,4.56,-0.3,0.798,0.844,756,1,2,2,203,1,1,4.530158734127158,6.481577129276431
4.959319244,828027.2287941462,172.2585292,510156.0150071399,2455005.259,999932.6319743219,0.831,41.5483236650743,2.22739,148.47068651527283,9802.0,244.98996523401325,0.103379,78.37141619635604,1.46169,6.130959433042973,12.21,3.570162984884908,0.0565,86.15,1103.0,349.4,1.4574708703945118,12.386,13.289524029980766,5712.0,4.359,0.1,1.082,0.976,756,1,2,2,211,1,1,1.7849562537481962,9.190443740261726
2.701287801,193373.39498676747,170.69579,49467.06442370364,2455003.696,998665.7357711254,1.016,0.25235984689571367,3.3827,18.960968950175847,860.4,20.58330840003426,0.06584,0.017368344945411045,0.02818,0.06733006355888539,6.54,2.7363946041742904,0.0365,62.69,1222.0,527.81,0.913671096031121,2.22,1.009090345372011,5550.0,4.468,-0.04,0.91,0.889,641,1,2,2,133,1,2,1.3086808134176477,6.75855897262001
4.49876511,112360.25849648741,171.34905,27765.250285467933,2455004.349,997561.9709886187,0.312,0.6695295946482768,3.7362,20.000675982089913,460.0,13.142684439004139,0.019817,15.892289532162032,0.67106,2.006457328583461,2.1,2.413788426484932,0.0542,88.0,1133.0,389.62,0.8064823472466872,8.95,2.355257873799914,6075.0,4.486,-0.12,0.969,1.048,756,1,2,2,200,1,1,1.7045235415742663,6.133398042996649
19.651209505,626329.2003050739,179.401981,264838.2891799688,2455012.402,999797.190840815,0.723,24.099452535723906,5.2514,146.6656647983579,11766.0,212.33757467682562,0.106953,182.17123689527955,0.67559,7.397197005587189,12.42,2.213899020208905,0.1433,88.27,730.0,67.03,0.779689993455612,23.98,5.7094914491403195,6074.0,4.391,-0.12,1.063,1.014,631,1,2,2,127,1,2,3.0277738893624906,9.37305428246393
5.412203927,469964.2774079996,133.143089,124532.52632442304,2454966.143,999618.8773226705,0.787,1.380701602432383,2.9472,61.39625110223657,601.6,75.19434551020824,0.024775,12.731595355597877,0.51087,0.4060782415357,2.94,3.629617690025138,0.0591,85.12,1093.0,337.68,1.4101120175110557,9.25,1.0277768325625856,5779.0,4.339,-0.06,1.087,0.941,756,1,2,2,211,1,1,1.8582030382028938,6.401253626696201
41.43958662,215181.61988055048,208.93203,68526.29998822036,2455041.932,998844.5335949527,0.355,0.8987359011338136,10.5989,60.217402055211025,2793.1,61.79042951662068,0.048175,35.240894099989646,0.28189,2.9024936348143195,5.5,2.173908712845812,0.2288,89.31,516.0,16.72,0.784975956582217,29.47,2.302338527350101,5468.0,4.367,0.22,1.046,0.93,756,1,2,2,211,1,1,3.7480815733590425,7.935265330157098
8.35389523,215118.67314375835,171.63257,60612.58538899607,2455004.633,998917.6716935736,0.023,0.05157174621927862,2.2514,21.731197628956824,1041.6,18.46774406024412,0.029305,19.707748785954326,6.73215,2.5476670875054284,2.52,3.2307600749761285,0.0768,89.95,790.0,91.9,1.1044333553968697,29.18,8.582279579139206,5592.0,4.582,-0.28,0.787,0.862,756,1,2,2,203,1,1,2.235792858685056,6.949472872334005
4.125543472,397009.7499092915,169.752585,121620.82857856872,2455002.753,999500.8608223066,0.597,0.9916950298290292,3.1744,43.843395351960645,1487.3,55.91040772370438,0.036796,9.406097618564912,0.67162,0.7682950501583333,4.43,2.27179022357284,0.0529,85.95,1243.0,565.35,0.773804852834516,8.45,1.5648125513578468,6174.0,4.417,0.1,1.103,1.162,756,1,2,2,136,1,1,1.63423656271935,7.3053898079751125
33.93373447,216119.53481919158,186.67608,63784.3327493269,2455019.676,998885.1635793544,0.812,54.130469733629724,14.561,69.99991216927357,8503.7,95.96934431700494,0.095386,81.45109361616844,0.0371,9.946549858727533,7.34,4.8933100553995335,0.1881,86.45,430.0,8.11,1.5273048236452635,13.12,12.713017640693641,5040.0,4.628,-0.24,0.705,0.782,647,1,2,2,203,1,2,3.553452966072751,9.048374230839235
3.689920099,170404.29223557134,170.36571,42694.25995977339,2455003.366,998446.4113800038,0.151,0.3318702195324505,2.6557,19.613359769430186,426.7,15.459905951380978,0.018878,18.135117797417003,1.70798,2.298170151332831,1.89,2.5540488822230523,0.0469,89.19,1147.0,408.99,0.878489650542394,10.71,4.462480502845564,5880.0,4.518,-0.06,0.917,1.01,756,1,2,2,211,1,1,1.5454155458525114,6.058422015232863
4.431238488,266248.6165145303,171.015,71524.01843086553,2455004.015,999096.5414685648,0.405,0.9080731664337658,3.15,37.2326680503358,1010.9,33.25218376208558,0.02933,26.258039234960787,1.01996,2.2889557121957873,3.25,4.513869902664309,0.0529,87.72,1104.0,351.23,1.7251799944252117,10.19,1.3770252659609676,5714.0,4.428,0.16,1.015,1.007,756,1,2,2,211,1,1,1.692167190443588,6.919585030735714
11.37936986,190675.11429861613,133.84992,35280.7632845738,2454966.85,998511.3641787495,0.911,1.3699244390939338,2.6255,17.982560183357922,1023.5,17.230342857644242,0.035628,5.753075250069742,0.63438,0.09468541823635197,3.95,4.48861735222383,0.0993,86.8,806.0,99.68,1.7254600831943425,16.31,1.0067891715597288,5714.0,4.428,0.16,1.015,1.007,756,1,2,2,211,1,1,2.51603136612256,6.931959967678955
26.39432897,187360.81992809355,176.05459,47633.114356237595,2455009.055,998568.2495828798,0.602,0.931889224460921,3.573,27.783061672572792,1510.9,20.810861678637316,0.03681,6.033564644886389,2.93923,1.103732179195627,3.07,4.872993714134007,0.1635,89.28,489.0,13.49,1.4536617877264038,47.7,1.1521726096948155,5129.0,4.595,0.02,0.763,0.846,756,1,2,2,211,1,1,3.3103360200745753,7.321122416986156
13.57078281,299769.1373526055,136.279194,66468.60356011172,2454969.279,999220.9642125212,0.866,1.3616349384006001,3.3539,34.29229025616991,511.7,40.60946199509972,0.023908,7.864740776944987,0.49865,0.18884643717749042,2.64,3.940284474097087,0.1096,87.07,785.0,89.61,1.4680515964596161,16.93,1.0715179024810657,5854.0,4.406,-0.12,1.012,0.951,756,1,2,2,211,1,1,2.679018346286148,6.239690878789655
7.12594387,202177.7227503222,139.00492,41881.50494158306,2454972.005,998706.3452571157,0.898,1.261235768832891,3.0014,39.079214942775934,192.4,21.86315846912371,0.01512,6.009900287876687,0.23879,0.12492922511027224,1.79,3.653049920483652,0.0711,84.02,997.0,233.31,1.4100669165797552,8.62,1.026189542172038,5779.0,4.339,-0.06,1.087,0.941,756,1,2,2,211,1,1,2.0950618900841347,5.264760583019194
7.442652004,841295.9116441909,169.9717797,537253.2920727718,2455002.972,999940.3702268916,0.137,0.2403525738095738,2.3078,89.44165063834167,24446.0,323.25526062035124,0.143936,29.380030848438405,7.48712,2.021673443327062,15.03,2.3819279238701934,0.0742,89.72,967.0,206.78,0.8037151539481485,27.99,2.915616603321704,6108.0,4.469,-0.3,0.956,0.981,631,1,2,2,211,1,2,2.133296477734989,10.104262787988329
16.38489988,135676.01811954554,172.72782,33652.246334454525,2455005.728,997983.7117470615,0.001,0.002285388122630882,3.0249,18.952654574537753,1127.1,13.417677118286983,0.029758,15.450955449126058,5.4538,2.4202054639489057,2.0,10.526210250363016,0.1084,90.0,433.0,8.35,2.940132552778255,42.62,8.523927542039926,4126.0,4.661,0.04,0.615,0.633,756,1,2,2,203,1,1,2.8556020064556087,7.028290080610875
7.8774163,208742.88341931658,176.3759,56596.47828216215,2455009.376,998803.8809795248,0.041,0.0911133250316946,2.0805,20.12049457728154,1306.1,17.32198112414372,0.03209,16.970098050017704,8.09685,2.413182761588181,2.16,10.7998883611517,0.0665,89.92,553.0,22.18,2.9338539586132626,29.84,13.56345284843338,4126.0,4.661,0.04,0.615,0.633,756,1,2,2,203,1,1,2.183510557460611,7.175566221791506
36.4454001,91514.9327508455,151.60125,18970.07198413834,2454984.601,996816.6632748375,0.028,0.060217200674963785,4.007,15.900544787702916,1122.3,10.50831654977833,0.029681,11.85369335410298,5.21237,2.2672288744506153,1.99,11.055438887030885,0.1847,89.98,332.0,2.88,2.9387678942301285,71.53,12.33260669803975,4126.0,4.661,0.04,0.615,0.633,756,1,2,2,203,1,1,3.62288387464892,7.0240260606475236
3.728732147,665758.0443726862,171.793255,305794.4433565788,2455004.793,999841.1660719037,0.558,1.999999584223054,2.683,38.32711669010847,5226.5,141.23680613061128,0.068178,16.82988214156146,1.24118,1.5380162218630578,6.02,3.459758719683361,0.0455,86.7,1023.0,258.34,1.1341134729932139,9.7,1.5645138426151872,5497.0,4.577,-0.1,0.809,0.907,756,1,2,2,211,1,1,1.5536571215416388,8.56168843130279
40.4195037,150695.62053366957,173.56469,37620.51745770134,2455006.565,998194.7158099781,0.911,0.16024641231580616,3.362,12.00700225873714,6256.0,13.599815044689278,0.088069,0.01608459003899242,1.89549,0.26970207962364384,7.51,3.699494195465464,0.2062,89.05,467.0,11.29,1.2218600871426832,54.7,1.1348535046371817,5446.0,4.507,-0.54,0.781,0.714,756,1,2,2,211,1,0,3.723751873761417,8.741456115998364
2.243380573,295828.65525155346,170.679233,86609.34314183777,2455003.679,999267.3407259258,0.915,1.4319243971639197,1.1196,14.577925501823309,821.7,16.048570583779984,0.032248,5.5419868149969425,1.50915,0.08378306705077004,1.99,9.04537727131902,0.028,82.88,822.0,107.6,2.574772049641658,7.38,1.024999088264681,4149.0,4.698,-0.32,0.564,0.578,28,1,2,2,203,1,1,1.1766161725830342,6.712591614174885
10.405998015,674138.3570242473,177.197466,318015.56448927644,2455010.197,999845.2384470445,0.324,2.3823546184905973,6.5036,224.211821233628,14489.0,323.31061503344773,0.111248,83.82793837655127,0.38489,6.885301429507111,11.23,2.305949713384479,0.0855,88.57,833.0,113.94,0.8438742767661387,13.012,6.812519557847487,5746.0,4.393,-0.54,0.924,0.77,631,1,2,2,127,1,2,2.43413935870312,9.581214035314728
2.337437946,374623.2579931715,171.761982,115294.91620810141,2455004.762,999463.4255642665,0.28,0.5970167011401422,1.9982,36.865817983129894,971.2,35.44399918934131,0.027998,20.21547580281083,2.41093,2.358611314593188,2.34,8.99992284681361,0.0325,88.19,1070.0,311.16,2.8382661483636094,8.86,3.4076810799777784,5005.0,4.595,0.14,0.765,0.85,756,1,2,2,211,1,1,1.2052034305947152,6.879561544611355
7.2406612,182934.33706119246,137.75545,33292.313340245295,2454970.755,998373.3031424368,1.198,0.023908377332117422,0.558,1.63157920928997,556.4,6.30835023847983,0.232818,0.004639056350269977,8.66412,0.012566367218535032,19.45,9.217924981682412,0.0692,87.62,734.0,68.63,2.8382880979439618,28.8,0.999999034723153,5005.0,4.595,0.14,0.765,0.85,756,1,2,2,211,1,0,2.1090805834205524,6.323283115047848
3.43591631,35054.68707835531,132.6624,5993.964874013804,2454965.662,991118.1651253788,0.624,1.2163747387542818,3.133,3.8488807634554303,23.2,3.4117532128414783,0.004612,6.053769125935725,0.47024,0.31079824578153614,0.55,3.666659888889297,0.0437,84.62,1272.0,617.61,1.4100987011323085,6.65,1.1083322715982142,5779.0,4.339,-0.06,1.087,0.941,756,1,2,2,211,1,0,1.489734203214572,3.186352633162641
11.59822233,291865.6738547249,180.395376,89022.79340326386,2455013.395,999248.6342508018,0.679,1.0334859943104664,2.5237,24.265766927497495,2804.5,30.28525989188556,0.051287,6.053073238519974,3.14915,0.7885665784447194,2.65,5.299973910127676,0.0798,88.62,396.0,5.82,1.8653814562429676,28.2,1.1949138687893095,3688.0,4.79,0.0,0.473,0.503,28,1,2,2,211,1,1,2.5335557190833837,7.939337055191027
6.575315881,468750.8621058006,173.634044,160233.10249540932,2455006.634,999629.4662500342,0.39,1.0512145283700343,4.3084,70.39375352094669,2793.3,93.72611395455695,0.049152,18.999639006858867,0.64392,2.6765287078184303,5.31,2.298696447584227,0.067,88.03,1015.0,251.38,0.8358986162730855,11.37,1.8949965756478395,5992.0,4.415,-0.32,0.989,0.927,756,1,2,2,211,1,1,2.024895050988039,7.9353369069948645
